"CITY","STATE","COUNTRY","GENDER","AGE","MARITAL_STATUS","PROFESSION","REPELLENT_NEGTWEETS","REPELLENT","TENT"
"Sydney","NSW","Australia","F","39","Married","Other","1","true","false"
"Lafayette","IN","United States","M","20","Single","Other","6","false","true"
"Groningen","NA","Netherlands","M","43","Married","Other","10","false","true"
"Grenoble","NA","France","F","34","Married","Executive","7","false","true"
"Statesboro","GA","United States","M","30","Single","Trades","6","false","true"
"Portsmouth","NA","United Kingdom","M","37","Single","Other","6","false","true"
"Leipzig","NA","Germany","M","30","Married","Other","4","false","true"
"San Francisco","CA","United States","F","32","Married","Other","10","false","true"
"Ufa","NA","Russia","F","22","Married","Other","2","true","false"
"Basel","NA","Switzerland","M","44","Married","Sales","1","true","true"
"St. Pölten","NA","Austria","F","44","Married","Executive","5","false","true"
"Doerun","GA","United States","F","39","Married","Retail","6","false","true"
"Campos dos Goytacazes","BR-RJ","Brazil","M","22","Single","Trades","5","false","true"
"Changsha","NA","China","M","39","Married","Sales","8","false","true"
"Bilbao","BI","Spain","M","34","Married","Other","4","false","true"
"Zaventern","NA","Belgium","M","21","Single","Other","5","false","true"
"Pune","NA","India","F","37","Married","Retail","1","true","false"
"Timóteo","BR-MG","Brazil","M","43","Married","Trades","7","false","true"
"Leicester","NA","United Kingdom","M","29","Single","Other","2","false","true"
"Essen","NA","Germany","F","31","Married","Retail","3","true","false"
"Murmansk","NA","Russia","M","21","Single","Sales","4","false","true"
"Middlesbrough","NA","United Kingdom","M","26","Single","Other","10","false","true"
"Würzburg","NA","Germany","M","39","Married","Trades","5","false","true"
"Melbourne","FL","United States","F","48","Married","Executive","1","true","true"
"Kawasaki","NA","Japan","M","25","Single","Trades","8","false","true"
"Loughton","NA","United Kingdom","F","31","Married","Other","7","false","true"
"Genova","NA","Italy","F","20","Single","Other","9","false","true"
"Maanshan","NA","China","M","35","Married","Executive","7","false","true"
"Bern","NA","Switzerland","M","32","Married","Sales","6","false","true"
"Qiqihaer","NA","China","M","29","Single","Other","7","false","true"
"Enfield","NA","United Kingdom","M","47","Unspecified","Trades","2","true","false"
"San Sebastián","SS","Spain","F","34","Married","Executive","13","false","true"
"Machida","NA","Japan","M","25","Single","Professional","7","false","true"
"Regensburg","NA","Germany","F","32","Married","Other","2","true","true"
"Lanham","MD","United States","M","32","Married","Trades","1","true","false"
"Northampton","NA","United Kingdom","M","23","Single","Sales","6","false","true"
"Pelham","AL","United States","M","39","Married","Other","7","false","true"
"Anchorage","AK","United States","M","21","Single","Sales","6","false","true"
"Chunahn","NA","Korea","M","29","Unspecified","Sales","5","false","true"
"Machida","NA","Japan","F","23","Married","Retail","3","true","true"
"Niterói","BR-RJ","Brazil","F","37","Unspecified","Other","0","true","false"
"Machida","NA","Japan","M","23","Single","Other","6","false","true"
"Brunn am Gebirge","NA","Austria","M","26","Single","Other","7","false","true"
"Helsinki","NA","Finland","M","26","Single","Sales","8","false","true"
"Brescia","BS","Italy","M","38","Married","Other","3","true","false"
"Patuxent River","MD","United States","F","41","Married","Other","6","false","true"
"Brooklyn","NY","United States","F","38","Married","Other","0","true","false"
"Yellowknife","NT","Canada","F","33","Married","Executive","1","true","false"
"Rouen","NA","France","F","32","Married","Other","3","true","false"
"Ecatepec","NA","Mexico","M","22","Single","Other","9","false","true"
"Queensbury","NY","United States","M","30","Married","Executive","2","true","false"
"Berlin","NA","Germany","M","22","Single","Other","5","false","true"
"Bologna","NA","Italy","M","27","Single","Executive","7","false","true"
"Palm Bay","FL","United States","F","41","Married","Executive","6","false","true"
"New York","NY","United States","F","32","Married","Other","0","true","false"
"Brisbane","Qld","Australia","F","35","Married","Other","7","false","true"
"Kelamayi","NA","China","M","24","Single","Other","7","false","true"
"Madrid","M","Spain","F","33","Married","Other","2","true","false"
"Stavropol","NA","Russia","M","29","Single","Trades","6","false","true"
"Pachuca de Soto","NA","Mexico","F","42","Married","Other","5","false","true"
"Ufa","NA","Russia","F","38","Married","Other","10","false","true"
"Perugia","PG","Italy","F","44","Married","Other","7","false","true"
"Lambeth","NA","United Kingdom","F","31","Married","Other","1","true","false"
"Adelaide","SA","Australia","F","36","Unspecified","Other","1","true","true"
"Thunder Bay","ON","Canada","M","32","Single","Other","6","false","true"
"Mulhouse","NA","France","F","24","Married","Other","2","true","false"
"Magnitogorsk","NA","Russia","M","37","Married","Sales","9","false","true"
"Marugame","NA","Japan","M","20","Single","Trades","8","false","true"
"Aguascalientes","NA","Mexico","M","26","Single","Professional","7","false","true"
"Alicante","NA","Spain","M","23","Single","Professional","7","false","true"
"Kenora","ON","Canada","M","37","Married","Other","6","false","true"
"Frogmore","NA","United Kingdom","M","23","Single","Trades","9","false","true"
"Dresden","NA","Germany","M","38","Married","Trades","5","false","true"
"Granada","NA","Spain","M","22","Single","Other","9","false","true"
"Qingdao","NA","China","F","53","Married","Other","6","false","true"
"Singapore","Singapore","Singapore","M","21","Single","Other","8","false","true"
"Alicante","NA","Spain","F","22","Married","Retail","2","true","false"
"Hamburg","NA","Germany","M","24","Single","Professional","7","false","true"
"Kyoto","NA","Japan","M","36","Married","Sales","2","true","true"
"Busan","NA","Korea","F","34","Married","Other","3","true","false"
"Cixi","NA","China","M","21","Single","Trades","6","false","true"
"Köln","NA","Germany","M","22","Single","Trades","13","false","true"
"Salzburg","NA","Austria","M","45","Married","Retired","3","true","false"
"Brisbane","Qld","Australia","M","44","Married","Executive","4","false","true"
"Århus","NA","Denmark","M","20","Single","Sales","7","false","true"
"Lexington","MA","United States","F","21","Married","Other","1","true","false"
"Dübendorf","NA","Switzerland","F","38","Married","Retail","3","true","false"
"San Pedro Garza García","NA","Mexico","M","22","Single","Other","2","false","true"
"Chengdu","NA","China","M","37","Married","Executive","5","false","true"
"Osasco","BR-SP","Brazil","M","24","Single","Executive","4","false","true"
"Campos dos Goytacazes","BR-RJ","Brazil","F","23","Single","Other","6","false","true"
"Uppsala","NA","Sweden","M","26","Single","Trades","8","false","true"
"Osasco","BR-SP","Brazil","M","34","Single","Other","8","false","true"
"Raigarh","MP","India","M","29","Single","Professional","4","false","true"
"Chunahn","NA","Korea","F","34","Married","Executive","6","false","true"
"Québec","QC","Canada","M","37","Married","Other","7","false","true"
"Sydney","NSW","Australia","M","25","Single","Professional","5","false","true"
"Woodcote","NA","United Kingdom","F","29","Married","Other","1","true","false"
"Vancouver","OR","United States","M","32","Single","Other","6","false","true"
"Victoria","NA","Mexico","F","48","Married","Hospitality","2","true","false"
"Timóteo","BR-MG","Brazil","F","43","Married","Other","6","false","true"
"Mysore","MP","India","F","20","Single","Other","5","false","true"
"Halifax","NS","Canada","F","32","Married","Other","4","true","false"
"Kushiro","NA","Japan","M","38","Married","Executive","9","false","true"
"Nimes","NA","France","F","25","Married","Other","2","true","false"
"Córdoba","NA","Spain","M","43","Married","Other","1","true","true"
"Delhi","NCT","India","M","31","Unspecified","Professional","9","false","true"
"Portland","OR","United States","M","32","Married","Other","5","false","true"
"Napoli","NA","Italy","F","43","Unspecified","Hospitality","0","true","true"
"Dresden","NA","Germany","F","36","Unspecified","Other","1","true","false"
"Carson City","NV","United States","M","28","Single","Sales","8","false","true"
"San Nicolás de los Garza","NA","Mexico","M","26","Single","Other","3","false","true"
"Le Havre","NA","France","M","29","Single","Sales","7","false","true"
"Guangzhou","NA","China","F","32","Married","Hospitality","6","false","true"
"Vancouver","BC","Canada","M","31","Married","Executive","9","false","true"
"Osnabrück","NA","Germany","M","22","Single","Other","5","false","true"
"Wiarton","ON","Canada","M","43","Married","Executive","5","false","true"
"Frederikshavn","NA","Denmark","M","41","Married","Other","6","false","true"
"Seattle","WA","United States","F","36","Married","Other","0","true","false"
"Seattle","WA","United States","F","43","Married","Other","2","true","false"
"Sydney","NSW","Australia","F","22","Single","Retail","1","true","false"
"Wuhan","NA","China","F","39","Married","Other","2","true","true"
"Lübeck","NA","Germany","M","34","Married","Sales","8","false","true"
"Saint Paul","MN","United States","M","54","Married","Other","5","false","true"
"Newham","NA","United Kingdom","F","38","Unspecified","Hospitality","7","false","true"
"Overland Park","KS","United States","M","30","Married","Other","5","false","true"
"Sendai","NA","Japan","F","40","Unspecified","Hospitality","6","false","true"
"Heidelberg","NA","Germany","M","26","Single","Other","8","false","true"
"Rennes","NA","France","M","23","Single","Professional","6","false","true"
"Inta","NA","Russia","F","49","Married","Hospitality","3","false","true"
"Toulon","NA","France","M","24","Single","Other","8","false","true"
"New Delhi","NCT","India","F","39","Married","Retail","0","true","false"
"Exton","PA","United States","F","38","Married","Other","1","true","true"
"Bern","NA","Switzerland","F","32","Single","Retail","4","true","false"
"Campbell","CA","United States","M","36","Married","Other","3","true","true"
"Dresden","NA","Germany","F","33","Married","Hospitality","0","true","true"
"Rio de Janeiro","BR-RJ","Brazil","F","20","Married","Other","2","true","false"
"Apeldoorn","NA","Netherlands","F","34","Married","Other","1","true","false"
"Beijing","NA","China","F","33","Married","Other","9","false","true"
"Salamanca","NA","Spain","F","22","Married","Other","0","true","false"
"Balneário Camboriú","BR-SC","Brazil","F","23","Married","Other","7","false","true"
"Fukuoka","NA","Japan","M","26","Single","Trades","5","false","true"
"Milano","NA","Italy","M","32","Married","Sales","6","false","true"
"New Delhi","NA","India","F","22","Single","Other","8","false","true"
"Köln","NA","Germany","F","34","Married","Other","2","false","true"
"Hadano","NA","Japan","M","27","Single","Professional","5","false","true"
"Saint Petersburg","NA","Russia","F","43","Married","Executive","3","true","false"
"Reggio Emilia","RE","Italy","F","48","Unspecified","Hospitality","6","false","true"
"Brescia","BS","Italy","F","31","Married","Hospitality","12","false","true"
"Antwerpen","NA","Belgium","M","26","Single","Student","10","false","true"
"Pamplona","NA","Spain","M","21","Single","Professional","5","false","true"
"Nova Iguaçu","BR-RJ","Brazil","M","26","Single","Trades","5","false","true"
"Suwon","NA","Korea","F","24","Single","Student","4","false","true"
"Kasugai","NA","Japan","F","23","Single","Professional","1","true","false"
"Kushiro","NA","Japan","M","29","Single","Other","9","false","true"
"Riverside","CA","United States","F","43","Unspecified","Hospitality","7","false","true"
"Gangleung","NA","Korea","M","38","Married","Executive","6","false","true"
"New Richmond","WI","United States","F","43","Married","Executive","4","false","true"
"Zaragoza","NA","Spain","M","21","Single","Other","10","false","true"
"Toulon","NA","France","F","28","Married","Retail","0","true","false"
